invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,total,date,time,payment_method,rating
500-02-2261,E,Chicago,Normal,Female,Food and beverages,57.29,6,360.93,21/03/19,17:04:00,Ewallet,5.9
720-72-2436,A,Philadelphia,Normal,Male,Food and beverages,66.52,4,279.38,02/03/19,18:14:00,Ewallet,6.9
702-83-5291,B,Phoenix,Member,Male,Fashion accessories,99.82,9,943.30,27/03/19,10:43:00,Cash,6.6
809-69-9497,D,Los Angeles,Normal,Female,Home and lifestyle,45.68,10,479.64,19/01/19,19:30:00,Ewallet,5.7
449-16-6770,B,Philadelphia,Normal,Male,Health and beauty,50.79,5,266.65,19/02/19,14:53:00,Credit card,5.3
333-23-2632,B,New York,Member,Male,Health and beauty,10.08,7,74.09,28/03/19,20:14:00,Cash,4.2
489-82-1237,B,Los Angeles,Normal,Female,Electronic accessories,93.88,7,690.02,05/01/19,11:51:00,Credit card,7.3
859-97-6048,A,San Antonio,Member,Male,Electronic accessories,84.25,2,176.93,26/03/19,14:13:00,Credit card,5.3
676-10-2200,E,New York,Member,Male,Fashion accessories,53.78,1,56.47,03/02/19,20:13:00,Ewallet,4.7
373-88-1424,A,Los Angeles,Member,Male,Home and lifestyle,35.81,5,188.00,06/02/19,18:44:00,Ewallet,7.9
365-16-4334,A,Houston,Normal,Female,Food and beverages,26.43,8,222.01,24/02/19,14:26:00,Ewallet,8.9
503-21-4385,E,Chicago,Member,Male,Health and beauty,39.91,3,125.72,21/02/19,12:40:00,Ewallet,9.3
305-89-2768,D,San Diego,Member,Female,Home and lifestyle,21.9,3,68.99,09/01/19,18:43:00,Ewallet,4.7
574-80-1489,D,Houston,Member,Female,Food and beverages,62.85,4,263.97,25/02/19,13:22:00,Ewallet,8.7
784-08-0310,D,San Jose,Member,Female,Food and beverages,21.04,4,88.37,13/01/19,13:58:00,Cash,7.6
200-40-6154,A,San Antonio,Member,Male,Home and lifestyle,65.91,6,415.23,09/02/19,11:45:00,Cash,5.7
846-10-0341,C,San Jose,Normal,Female,Fashion accessories,42.57,7,312.89,06/01/19,11:51:00,Cash,6.8
577-34-7579,A,Dallas,Member,Male,Food and beverages,50.49,9,477.13,10/01/19,17:16:00,Cash,5.4
430-02-3888,E,Chicago,Normal,Male,Electronic accessories,46.02,6,289.93,07/02/19,15:55:00,Cash,7.1
867-47-1948,C,Dallas,Normal,Female,Home and lifestyle,15.8,10,165.90,09/01/19,12:07:00,Cash,7.8
384-59-6655,A,Los Angeles,Member,Female,Food and beverages,98.66,9,932.34,19/02/19,15:07:00,Cash,8.4
256-58-3609,E,Houston,Member,Male,Fashion accessories,91.98,1,96.58,18/03/19,15:29:00,Cash,9.8
324-92-3863,C,New York,Member,Male,Electronic accessories,20.89,2,43.87,05/02/19,18:45:00,Cash,9.8
593-08-5916,D,San Diego,Normal,Female,Fashion accessories,15.5,1,16.28,19/03/19,15:23:00,Credit card,7.4
364-34-2972,A,Houston,Member,Male,Electronic accessories,96.82,3,304.98,30/03/19,20:37:00,Cash,6.7
794-42-3736,B,San Antonio,Normal,Male,Food and beverages,33.33,2,69.99,26/01/19,14:41:00,Credit card,6.4
172-42-8274,D,Chicago,Normal,Female,Electronic accessories,38.27,2,80.37,02/03/19,18:18:00,Credit card,5.8
558-60-5016,C,Los Angeles,Normal,Female,Home and lifestyle,33.3,9,314.69,04/03/19,15:27:00,Ewallet,7.2
195-06-0432,D,San Diego,Member,Male,Home and lifestyle,81.01,3,255.18,13/01/19,12:55:00,Credit card,9.3
605-03-2706,D,Los Angeles,Normal,Female,Health and beauty,15.8,3,49.77,25/03/19,18:02:00,Cash,9.5
214-30-2776,A,San Diego,Member,Female,Electronic accessories,34.49,5,181.07,11/03/19,19:44:00,Credit card,9
746-04-1077,D,Phoenix,Member,Female,Food and beverages,84.63,10,888.62,01/01/19,11:36:00,Credit card,9
448-34-8700,D,Chicago,Member,Male,Home and lifestyle,36.91,7,271.29,10/02/19,13:51:00,Ewallet,6.7
452-04-8808,B,San Diego,Normal,Male,Electronic accessories,87.08,7,640.04,26/01/19,15:17:00,Cash,5.5
531-56-4728,A,San Antonio,Normal,Male,Home and lifestyle,80.08,3,252.25,11/02/19,15:29:00,Cash,5.4
744-82-9138,C,Los Angeles,Normal,Male,Fashion accessories,86.13,2,180.87,07/02/19,17:59:00,Cash,8.2
883-69-1285,E,Dallas,Member,Male,Fashion accessories,49.92,2,104.83,06/03/19,11:55:00,Credit card,7
221-25-5073,A,Los Angeles,Normal,Female,Food and beverages,74.66,4,313.57,04/03/19,10:39:00,Cash,8.5
518-71-6847,C,San Diego,Member,Male,Food and beverages,26.6,6,167.58,26/02/19,15:10:00,Ewallet,4.9
156-20-0370,C,Los Angeles,Normal,Female,Electronic accessories,25.45,1,26.72,10/03/19,18:10:00,Credit card,5.1
151-33-7434,B,Phoenix,Normal,Female,Food and beverages,67.77,1,71.16,04/02/19,20:43:00,Credit card,6.5
728-47-9078,C,San Jose,Member,Male,Food and beverages,59.59,4,250.28,19/01/19,12:46:00,Cash,9.8
809-46-1866,E,Philadelphia,Normal,Male,Health and beauty,58.15,4,244.23,23/01/19,17:44:00,Cash,8.4
139-32-4183,E,Philadelphia,Member,Female,Sports and travel,97.48,9,921.19,14/03/19,14:19:00,Ewallet,7.4
148-41-7930,E,Phoenix,Normal,Male,Health and beauty,99.96,7,734.71,23/01/19,10:33:00,Cash,6.1
189-40-5216,C,Houston,Normal,Male,Electronic accessories,96.37,7,708.32,09/01/19,11:40:00,Cash,6
374-38-5555,A,Phoenix,Normal,Female,Fashion accessories,63.71,5,334.48,07/02/19,19:30:00,Ewallet,8.5
764-44-8999,E,San Diego,Normal,Female,Health and beauty,14.76,2,31.00,18/02/19,14:42:00,Ewallet,4.3
552-44-5977,A,San Jose,Member,Male,Health and beauty,62,8,520.80,03/01/19,19:08:00,Credit card,6.2
267-62-7380,A,Los Angeles,Member,Male,Electronic accessories,82.34,10,864.57,29/03/19,19:12:00,Ewallet,4.3
430-53-4718,B,Dallas,Member,Male,Health and beauty,75.37,8,633.11,28/01/19,15:46:00,Credit card,8.4
886-18-2897,D,Dallas,Normal,Female,Food and beverages,56.56,5,296.94,22/03/19,19:06:00,Credit card,4.5
602-16-6955,B,San Antonio,Normal,Female,Sports and travel,76.6,10,804.30,24/01/19,18:10:00,Ewallet,6
745-74-0715,A,San Antonio,Normal,Male,Electronic accessories,58.03,2,121.86,10/03/19,20:46:00,Ewallet,8.8
690-01-6631,E,San Antonio,Normal,Male,Fashion accessories,17.49,10,183.65,22/02/19,18:35:00,Ewallet,6.6
652-49-6720,A,New York,Member,Female,Electronic accessories,60.95,1,64.00,18/02/19,11:40:00,Ewallet,5.9
233-67-5758,B,Houston,Normal,Male,Health and beauty,40.35,1,42.37,29/01/19,13:46:00,Ewallet,6.2
303-96-2227,A,Los Angeles,Normal,Female,Home and lifestyle,97.38,10,1022.49,02/03/19,17:16:00,Ewallet,4.4
727-02-1313,D,San Diego,Member,Male,Food and beverages,31.84,1,33.43,09/02/19,13:22:00,Cash,7.7
347-56-2442,D,Philadelphia,Normal,Male,Home and lifestyle,65.82,1,69.11,22/02/19,15:33:00,Cash,4.1
849-09-3807,D,Chicago,Member,Female,Fashion accessories,88.34,7,649.30,18/02/19,13:28:00,Cash,6.6
